timestamp,roll,pitch,yaw
1564164042518455,-0.272387,0.0909036,0.74941
1564164042540445,-0.273958,0.0923172,0.750159
1564164042555890,-0.272916,0.0929766,0.751143
1564164042577848,-0.271904,0.0942528,0.751804
1564164042600825,-0.272608,0.0955034,0.752045
1564164042615777,-0.274299,0.0969689,0.752016
1564164042638241,-0.275179,0.0977699,0.752311
1564164042662195,-0.276561,0.0980225,0.75298
1564164042675698,-0.277117,0.0972682,0.75346
1564164042698124,-0.278146,0.096006,0.753757
1564164042720610,-0.279176,0.0957802,0.753944
1564164042735551,-0.280161,0.095631,0.753828
1564164042758041,-0.280939,0.0956613,0.753684
1564164042775976,-0.281732,0.0953088,0.753582
1564164042795575,-0.281764,0.0952525,0.753216
1564164042817985,-0.282309,0.0955555,0.752917
1564164042835940,-0.282309,0.0955555,0.752917
1564164042855441,-0.281794,0.0958322,0.752602
1564164042878375,-0.281339,0.0966496,0.75223
1564164042895828,-0.280856,0.097215,0.752032
1564164042915790,-0.281004,0.0975307,0.752004
1564164042941244,-0.280532,0.0980397,0.752187
1564164042956216,-0.280651,0.0987934,0.752517
1564164042975712,-0.280766,0.0991469,0.752711
1564164042998135,-0.280722,0.0992594,0.752697
1564164043016128,-0.280766,0.0991469,0.752711
1564164043035608,-0.281358,0.0996832,0.752128
1564164043058066,-0.28189,0.0996785,0.751601
1564164043075998,-0.28201,0.0993791,0.751119
1564164043096955,-0.281981,0.099418,0.750562
1564164043117954,-0.281981,0.099418,0.750562
1564164043136382,-0.282274,0.0989949,0.750476
1564164043164829,-0.282115,0.0987539,0.750267
1564164043178303,-0.281231,0.0985883,0.749725
1564164043196268,-0.281189,0.0983564,0.749229
1564164043218227,-0.281218,0.0979183,0.748872
1564164043238212,-0.280763,0.0973745,0.748278
1564164043256196,-0.280838,0.0971879,0.747783
1564164043277139,-0.281028,0.0966823,0.747442
1564164043298119,-0.28088,0.0960227,0.746988
1564164043316047,-0.280378,0.0952462,0.746677
1564164043337008,-0.28001,0.0944961,0.746255
1564164043365468,-0.280156,0.0941032,0.7459
1564164043375937,-0.280521,0.0938011,0.745514
1564164043398395,-0.28055,0.0933993,0.745446
1564164043418363,-0.28055,0.0933993,0.745446
1564164043443310,-0.280314,0.0933095,0.745445
1564164043458284,-0.28027,0.0934221,0.74543
1564164043478245,-0.28027,0.0934221,0.74543
1564164043496219,-0.280271,0.0934401,0.745574
1564164043518679,-0.280227,0.0935528,0.745559
1564164043538133,-0.280227,0.0935528,0.745559
1564164043556100,-0.280184,0.0936654,0.745545
1564164043578559,-0.280302,0.0937103,0.745546
1564164043598022,-0.280302,0.0937103,0.745546
1564164043615991,-0.279833,0.0938946,0.745389
1564164043645934,-0.279951,0.0939395,0.74539
1564164043658419,-0.279951,0.0939395,0.74539
1564164043675879,-0.279363,0.0940611,0.74509
1564164043698337,-0.278937,0.0941329,0.744948
1564164043721293,-0.278555,0.0940921,0.744821
1564164043736267,-0.278555,0.0940921,0.744821
1564164043758725,-0.278319,0.0940024,0.74482
1564164043778188,-0.278068,0.0936236,0.744736
1564164043795157,-0.277655,0.0933127,0.744637
1564164043817649,-0.276964,0.0930427,0.744666
1564164043839084,-0.276712,0.0926462,0.744438
1564164043855046,-0.276564,0.0923489,0.744609
1564164043877505,-0.276328,0.092277,0.744752
1564164043898970,-0.275916,0.0919662,0.744653
1564164043921459,-0.275666,0.0916053,0.744712
1564164043937892,-0.275545,0.0911962,0.744864
1564164043958889,-0.275484,0.0906734,0.745064
1564164043975323,-0.275117,0.0902676,0.745122
1564164043998278,-0.274615,0.0898356,0.745291
1564164044018775,-0.27435,0.0894932,0.745461
1564164044035214,-0.274084,0.0891508,0.745631
1564164044057668,-0.27404,0.0892635,0.745617
1564164044078643,-0.27385,0.0890961,0.745917
1564164044095100,-0.273379,0.088934,0.746057
1564164044125074,-0.273262,0.0888892,0.746057
1564164044139021,-0.273262,0.0888892,0.746057
1564164044154989,-0.273262,0.0888892,0.746057
1564164044177447,-0.272939,0.0890422,0.74617
1564164044198911,-0.272939,0.0890422,0.74617
1564164044215376,-0.272939,0.0890422,0.74617
1564164044237834,-0.272895,0.0891549,0.746156
1564164044258855,-0.272896,0.0891723,0.7463
1564164044275264,-0.273014,0.0892173,0.7463
1564164044297724,-0.27297,0.0893299,0.746286
1564164044320181,-0.272852,0.089285,0.746285
1564164044335154,-0.272852,0.089285,0.746285
1564164044357611,-0.272852,0.089285,0.746285
